Recipe_id,Ingrediente,Cantidad,Unidad,Indice,Grams,Total_Grams,Num_comensales,Category
59689,cebolla,2.0,unidad,610,100.0,200.0,1.0,Verduras
59689,ajo,4.0,dientes,587,3.0,12.0,1.0,Verduras
59689,perejil,,None,899,32.25071,41.70376,1.0,Otros
59689,vino,1.0,chorro,825,2.0,2.0,1.0,Bebidas
59689,aceite de oliva,,None,410,41.58968,58.66397,1.0,Grasas y Aceites
59689,sal,,None,908,6.95504,9.4185,1.0,Otros
59689,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
59689,tomate,,unidad,667,150.0,365.45861,1.0,Verduras
59566,atún,2.0,filetes,282,140.0,280.0,1.0,Pescado
59566,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
59566,perejil,1.0,None,899,32.25071,41.70376,1.0,Otros
59566,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
59517,bacalao,700.0,gramos,292,1.0,700.0,1.0,Pescado
59517,patata,3.0,unidad,643,200.0,600.0,1.0,Patata
59517,tomate,0.5,kilogramo,667,1000.0,500.0,1.0,Verduras
59517,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
59517,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59517,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59517,orégano,1.0,pizca,892,1.0,1.0,1.0,Otros
59517,harina,70.0,gramos,482,1.0,70.0,1.0,Cereales
59517,aceite,2.0,cucharadas soperas,409,17.0,34.0,1.0,Grasas y Aceites
59497,dorada,2.0,None,330,284.2,297.07143,1.0,Pescado
59497,patata,4.0,unidad,643,200.0,800.0,1.0,Patata
59497,cebolla,0.5,unidad,610,100.0,50.0,1.0,Verduras
59497,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
59497,limón,0.5,unidad,937,48.0,24.0,1.0,Frutas
59497,aceite de oliva,2.0,cucharadas soperas,410,17.0,34.0,1.0,Grasas y Aceites
59497,perejil,1.0,cucharada sopera,899,17.0,17.0,1.0,Otros
59442,boquerón,1.0,kilogramo,306,1000.0,1000.0,1.0,Pescado
59442,sal,1.0,kilogramo,908,1000.0,1000.0,1.0,Otros
59442,aceite de oliva,,None,410,41.58968,58.66397,1.0,Grasas y Aceites
59364,azúcar,10.0,gramos,936,1.0,10.0,1.0,Otros
59364,salmón,1.0,g,382,1.0,1.0,1.0,Pescado
59364,mantequilla,30.0,gramos,419,1.0,30.0,1.0,Grasas y Aceites
59364,pimienta,5.0,gramos,901,1.0,5.0,1.0,Otros
59364,aceite de oliva,10.0,mililitros,410,1.0,10.0,1.0,Grasas y Aceites
59338,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
59338,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
59338,patata,4.0,unidad,643,200.0,800.0,1.0,Patata
59338,almendra,50.0,gramos,530,1.0,50.0,1.0,Legumbres
59338,salmón,0.5,kilogramo,382,1000.0,500.0,1.0,Pescado
59338,pimentón,0.5,cucharadita,900,7.0,3.5,1.0,Otros
59338,agua,0.75,litro,766,1000.0,750.0,1.0,Bebidas
59338,queso,,None,77,40.8327,134.04148,1.0,Lácteos
59338,laurel,1.0,hoja,885,4.33333,15.30556,1.0,Otros
59338,pimentón,1.0,pizca,900,1.0,1.0,1.0,Otros
59338,pimiento rojo,1.0,unidad,651,150.0,150.0,1.0,Verduras
59283,boquerón,1.0,kilogramo,306,1000.0,1000.0,1.0,Pescado
59283,vinagre,1.0,botella,934,1000.0,1000.0,1.0,Otros
59283,aceite de oliva,1.0,botella,410,1000.0,1000.0,1.0,Grasas y Aceites
59283,ajo,1.0,cabeza,587,15.0,15.0,1.0,Verduras
59283,perejil,1.0,None,899,32.25071,41.70376,1.0,Otros
59233,atún,2.0,filetes,282,140.0,280.0,1.0,Pescado
59233,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59233,orégano,1.0,puñado,892,100.0,100.0,1.0,Otros
59233,tomillo,1.0,puñado,930,100.0,100.0,1.0,Otros
59233,zumo de limón,3.0,cucharadas soperas,834,17.0,51.0,1.0,Bebidas
59233,aceite de oliva,3.0,cucharadas soperas,410,17.0,51.0,1.0,Grasas y Aceites
59232,atún,2.0,latas,282,330.0,660.0,1.0,Pescado
59232,queso,2.0,cucharadas soperas,77,17.0,34.0,1.0,Lácteos
59232,orégano,1.0,pizca,892,1.0,1.0,1.0,Otros
59232,huevo,1.0,unidad,150,65.0,65.0,1.0, Huevos
59232,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59232,pan rallado,4.0,cucharadas soperas,507,17.0,68.0,1.0,Cereales
59232,aceite de oliva,250.0,mililitros,410,1.0,250.0,1.0,Grasas y Aceites
59207,salmón,300.0,gramos,382,1.0,300.0,1.0,Pescado
59207,patata,2.0,unidad,643,200.0,400.0,1.0,Patata
59207,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
59207,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
59207,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
59207,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59207,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
59207,mostaza,2.0,cucharadas de postre,890,5.0,10.0,1.0,Otros
59146,bacalao,350.0,gramos,292,1.0,350.0,1.0,Pescado
59146,ajo,2.0,sobres,587,16.0,32.0,1.0,Verduras
59146,aceite de oliva,1.0,pizca,410,1.0,1.0,1.0,Grasas y Aceites
59146,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59146,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
59104,lubina,1.0,None,346,203.28571,509.0,1.0,Pescado
59104,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
59104,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
59093,salmón,1.0,None,382,174.95652,358.62911,1.0,Pescado
59093,cebolla,0.25,unidad,610,100.0,25.0,1.0,Verduras
59093,soja,0.5,vaso,580,250.0,125.0,1.0,Legumbres
59093,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
59093,miel,3.0,cucharadas soperas,761,17.0,51.0,1.0,Azúcar
59093,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58855,atún,2.0,filetes,282,140.0,280.0,1.0,Pescado
58855,soja,150.0,mililitros,580,1.0,150.0,1.0,Legumbres
58855,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
58855,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58855,cebollino,3.0,ramas,613,50.0,150.0,1.0,Verduras
58844,patata,2.0,unidad,643,200.0,400.0,1.0,Patata
58844,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
58844,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58844,bacalao,1.0,trozo,292,100.0,100.0,1.0,Pescado
58844,puerro,1.0,rama,653,50.0,50.0,1.0,Verduras
58844,remolacha,1.0,None,660,163.125,61.375,1.0,Verduras
58844,alioli,1.0,cucharada sopera,846,17.0,17.0,1.0,Otros
58767,dorada,1.0,None,330,284.2,297.07143,1.0,Pescado
58767,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
58767,sal,1.0,cucharada sopera,908,17.0,17.0,1.0,Otros
58748,atún,1.0,lata,282,330.0,330.0,1.0,Pescado
58748,queso mozzarella,30.0,gramos,86,1.0,30.0,1.0,Lácteos
58748,ketchup,1.0,cucharada sopera,883,17.0,17.0,1.0,Otros
58748,huevo,1.0,unidad,150,65.0,65.0,1.0, Huevos
58748,pan,100.0,gramos,491,1.0,100.0,1.0,Cereales
58748,aceite de girasol,500.0,mililitros,404,1.0,500.0,1.0,Grasas y Aceites
58748,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58748,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58712,merluza,8.0,None,353,214.26562,480.36154,1.0,Pescado
58712,zanahoria,2.0,unidad,672,100.0,200.0,1.0,Verduras
58712,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
58712,tomate,2.0,unidad,667,150.0,300.0,1.0,Verduras
58712,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58712,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
58712,aceite de oliva,2.0,cucharadas soperas,410,17.0,34.0,1.0,Grasas y Aceites
58712,laurel,1.0,hoja,885,4.33333,15.30556,1.0,Otros
58712,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
58712,agua,350.0,mililitros,766,1.0,350.0,1.0,Bebidas
58647,atún,2.0,filetes,282,140.0,280.0,1.0,Pescado
58647,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
58647,orégano,1.0,pizca,892,1.0,1.0,1.0,Otros
58647,tomillo,1.0,pizca,930,1.0,1.0,1.0,Otros
58647,seta,175.0,gramos,663,1.0,175.0,1.0,Verduras
58647,leche,200.0,mililitros,27,1.0,200.0,1.0,Lácteos
58647,almendra,5.0,None,530,56.17692,128.80224,1.0,Legumbres
58647,avellana,5.0,None,539,28.77273,97.47727,1.0,Legumbres
58611,bacalao,1.0,kilogramo,292,1000.0,1000.0,1.0,Pescado
58611,tomate,1.0,kilogramo,667,1000.0,1000.0,1.0,Verduras
58611,cebolla,500.0,gramos,610,1.0,500.0,1.0,Verduras
58611,ajo,2.0,sobres,587,16.0,32.0,1.0,Verduras
58611,aceite de oliva,1.0,botella,410,1000.0,1000.0,1.0,Grasas y Aceites
58611,chile,1.0,None,853,213.26316,74.64712,1.0,Otros
58611,aceituna,1.0,None,673,87.14851,101.90244,1.0,Frutas
58611,alcaparra,1.0,None,592,22.13793,27.0,1.0,Verduras
58611,perejil,1.0,None,899,32.25071,41.70376,1.0,Otros
58446,bacalao,3.0,filetes,292,140.0,420.0,1.0,Pescado
58446,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
58446,pimentón,7.0,gramos,900,1.0,7.0,1.0,Otros
58446,aceite de oliva,200.0,mililitros,410,1.0,200.0,1.0,Grasas y Aceites
58446,harina,4.0,cucharadas soperas,482,17.0,68.0,1.0,Cereales
58446,vino,0.5,vaso,825,250.0,125.0,1.0,Bebidas
58446,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
58446,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58269,merluza,400.0,gramos,353,1.0,400.0,1.0,Pescado
58269,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
58269,guindilla,1.0,unidad,877,20.6087,0.0,1.0,Otros
58269,vino,0.5,vaso,825,250.0,125.0,1.0,Bebidas
58269,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58307,salmón,1.0,filete,382,140.0,140.0,1.0,Pescado
58307,champiñón,150.0,gramos,614,1.0,150.0,1.0,Verduras
58307,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
58307,nata,200.0,mililitros,35,1.0,200.0,1.0,Lácteos
58307,harina,1.0,cucharada sopera,482,17.0,17.0,1.0,Cereales
58307,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58307,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
58307,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
58314,salmón,250.0,gramos,382,1.0,250.0,1.0,Pescado
58314,tomate,1.0,unidad,667,150.0,150.0,1.0,Verduras
58314,cebolla,80.0,gramos,610,1.0,80.0,1.0,Verduras
58314,hinojo,1.0,pizca,879,1.0,1.0,1.0,Otros
58314,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
58314,tomillo,1.0,rama,930,50.0,50.0,1.0,Otros
58314,laurel,2.0,hojas,885,4.33333,15.30556,1.0,Otros
58314,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
58314,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58314,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58291,huevo,1.0,unidad,150,65.0,65.0,1.0, Huevos
58291,queso,2.0,cucharadas soperas,77,17.0,34.0,1.0,Lácteos
58291,pan rallado,1.0,taza,507,150.0,150.0,1.0,Cereales
58291,atún,1.0,lámina,282,10.0,10.0,1.0,Pescado
58291,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58189,patata,3.0,unidad,643,200.0,600.0,1.0,Patata
58189,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
58189,ajo,5.0,dientes,587,3.0,15.0,1.0,Verduras
58189,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58189,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58189,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
58189,bacalao,2.0,None,292,104.42,350.31611,1.0,Pescado
58189,pimiento,2.0,cucharadas soperas,650,17.0,34.0,1.0,Verduras
58189,pimiento,3.0,unidad,650,75.0,225.0,1.0,Verduras
58189,vino,300.0,mililitros,825,1.0,300.0,1.0,Bebidas
58061,salmón,3.0,filetes,382,140.0,420.0,1.0,Pescado
58061,tomate,1.0,puñado,667,100.0,100.0,1.0,Verduras
58061,zanahoria,2.0,unidad,672,100.0,200.0,1.0,Verduras
58061,calabacín,1.0,unidad,603,300.0,300.0,1.0,Verduras
58061,pimiento,1.0,unidad,650,75.0,75.0,1.0,Verduras
58061,repollo,0.25,unidad,661,150.0,37.5,1.0,Verduras
58061,vino,1.0,vaso,825,250.0,250.0,1.0,Bebidas
58061,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
58061,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58061,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
58061,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
57965,mero,1.0,kilogramo,355,1000.0,1000.0,1.0,Pescado
57965,limón,2.0,unidad,937,48.0,96.0,1.0,Frutas
57965,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57965,aceite de oliva,2.0,cucharaditas,410,7.0,14.0,1.0,Grasas y Aceites
57965,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57965,patata,4.0,unidad,643,200.0,800.0,1.0,Patata
57965,pan,2.0,cucharaditas,491,7.0,14.0,1.0,Cereales
57965,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57965,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57979,salmón,1.0,filete,382,140.0,140.0,1.0,Pescado
57979,mandarina,2.0,unidad,700,120.0,240.0,1.0,Frutas
57979,miel,2.0,cucharadas soperas,761,17.0,34.0,1.0,Azúcar
57979,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
57979,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57979,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
57826,dorada,4.0,filetes,330,140.0,560.0,1.0,Pescado
57826,pimiento,0.5,unidad,650,75.0,37.5,1.0,Verduras
57826,perejil,1.0,None,899,32.25071,41.70376,1.0,Otros
57826,vino,0.5,vaso,825,250.0,125.0,1.0,Bebidas
57826,aceite,0.25,vaso,409,250.0,62.5,1.0,Grasas y Aceites
57826,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57826,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57807,salmón,4.0,filetes,382,140.0,560.0,1.0,Pescado
57807,naranja,2.0,unidad,709,200.0,400.0,1.0,Frutas
57807,limón,2.0,unidad,937,48.0,96.0,1.0,Frutas
57807,perejil,2.0,cucharaditas,899,7.0,14.0,1.0,Otros
57807,naranja,4.0,unidad,709,200.0,800.0,1.0,Frutas
57807,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57807,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57807,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57807,vino,1.0,copa,825,300.0,300.0,1.0,Bebidas
57695,bacalao,250.0,gramos,292,1.0,250.0,1.0,Pescado
57695,patata,2.0,unidad,643,200.0,400.0,1.0,Patata
57695,limón,0.5,unidad,937,48.0,24.0,1.0,Frutas
57695,aceite,2.0,chorros,409,2.0,4.0,1.0,Grasas y Aceites
57695,pimiento,5.0,unidad,650,75.0,375.0,1.0,Verduras
57695,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57695,mayonesa,2.0,cucharadas soperas,886,17.0,34.0,1.0,Otros
57657,pez espada,1.0,filete,369,140.0,140.0,1.0,Pescado
57657,gamba,70.0,gramos,337,1.0,70.0,1.0,Pescado
57657,cebolla,0.5,unidad,610,100.0,50.0,1.0,Verduras
57657,harina,1.0,cucharada sopera,482,17.0,17.0,1.0,Cereales
57657,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
57657,tomate frito,0.5,lata,929,330.0,165.0,1.0,Otros
57657,vino,0.5,vaso,825,250.0,125.0,1.0,Bebidas
57657,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57657,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57634,merluza,4.0,filetes,353,140.0,560.0,1.0,Pescado
57634,atún,1.0,lata,282,330.0,330.0,1.0,Pescado
57634,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57634,huevo,4.0,unidad,150,65.0,260.0,1.0, Huevos
57634,nata,200.0,mililitros,35,1.0,200.0,1.0,Lácteos
57634,tomate frito,2.0,cucharadas soperas,929,17.0,34.0,1.0,Otros
57634,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57634,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57634,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
57634,mayonesa,4.0,cucharadas soperas,886,17.0,68.0,1.0,Otros
57634,alcaparra,2.0,cucharadas soperas,592,17.0,34.0,1.0,Verduras
57575,salmón ahumado,200.0,gramos,383,1.0,200.0,1.0,Pescado
57575,salmón,2.0,filetes,382,140.0,280.0,1.0,Pescado
57575,queso,3.0,cucharadas soperas,77,17.0,51.0,1.0,Lácteos
57575,tomate,2.0,unidad,667,150.0,300.0,1.0,Verduras
57575,cebolla,100.0,gramos,610,1.0,100.0,1.0,Verduras
57575,aguacate,3.0,unidades,675,334.0,0.0,1.0,Frutas
57575,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57575,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57575,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57555,merluza,3.0,unidades,353,214.26562,0.0,1.0,Pescado
57555,patata,4.0,unidad,643,200.0,800.0,1.0,Patata
57555,cebolla,0.5,unidad,610,100.0,50.0,1.0,Verduras
57555,pimiento,1.0,unidad,650,75.0,75.0,1.0,Verduras
57555,aceite de oliva,3.0,chorros,410,2.0,6.0,1.0,Grasas y Aceites
57555,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57555,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57555,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
57548,salmón,5.0,filetes,382,140.0,700.0,1.0,Pescado
57548,mantequilla,1.0,cucharadita,419,7.0,7.0,1.0,Grasas y Aceites
57548,yogur griego,2.0,vasos,111,250.0,500.0,1.0,Lácteos
57548,orégano,1.0,cucharadita,892,7.0,7.0,1.0,Otros
57548,mostaza,2.0,cucharaditas,890,7.0,14.0,1.0,Otros
57548,vino,1.0,taza,825,150.0,150.0,1.0,Bebidas
57548,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57548,limón,3.0,trozos,937,100.0,300.0,1.0,Frutas
57548,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57548,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57547,salmón,5.0,filetes,382,140.0,700.0,1.0,Pescado
57547,mostaza,2.0,cucharaditas,890,7.0,14.0,1.0,Otros
57547,vino,1.0,taza,825,150.0,150.0,1.0,Bebidas
57547,orégano,1.0,cucharadita,892,7.0,7.0,1.0,Otros
57547,limón,3.0,unidad,937,48.0,144.0,1.0,Frutas
57547,almendra,10.0,unidades,530,56.17692,0.0,1.0,Legumbres
57547,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57547,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57547,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57547,mantequilla,3.0,cucharaditas,419,7.0,21.0,1.0,Grasas y Aceites
57404,lenguado,500.0,gramos,341,1.0,500.0,1.0,Pescado
57404,harina de maíz,250.0,gramos,481,1.0,250.0,1.0,Cereales
57404,pimienta,0.5,cucharadita,901,7.0,3.5,1.0,Otros
57404,sal,0.5,cucharadita,908,7.0,3.5,1.0,Otros
57404,romero,0.5,cucharadita,906,7.0,3.5,1.0,Otros
57404,sal,0.5,cucharadita,908,7.0,3.5,1.0,Otros
57404,aceite,,None,409,77.3929,98.75302,1.0,Grasas y Aceites
57337,bacalao,500.0,gramos,292,1.0,500.0,1.0,Pescado
57337,cebolla,1.0,trozo,610,100.0,100.0,1.0,Verduras
57337,pimiento,1.0,trozo,650,100.0,100.0,1.0,Verduras
57337,tomate,1.0,unidad,667,150.0,150.0,1.0,Verduras
57337,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57337,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57337,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
57337,albahaca,1.0,rama,589,50.0,50.0,1.0,Verduras
57351,bacalao,250.0,gramos,292,1.0,250.0,1.0,Pescado
57351,berenjena,1.0,unidad,596,300.0,300.0,1.0,Verduras
57351,pimiento rojo,1.0,unidad,651,150.0,150.0,1.0,Verduras
57351,calabacín,1.0,unidad,603,300.0,300.0,1.0,Verduras
57351,cebolla,2.0,unidad,610,100.0,200.0,1.0,Verduras
57351,pimiento,2.0,unidad,650,75.0,150.0,1.0,Verduras
57351,tomate,2.0,unidad,667,150.0,300.0,1.0,Verduras
57351,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
57351,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57351,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57351,laurel,1.0,hoja,885,4.33333,15.30556,1.0,Otros
57205,merluza,500.0,gramos,353,1.0,500.0,1.0,Pescado
57205,pimiento rojo,1.0,unidad,651,150.0,150.0,1.0,Verduras
57205,pimiento,3.0,unidad,650,75.0,225.0,1.0,Verduras
57205,harina,1.0,cuenco,482,330.0,330.0,1.0,Cereales
57205,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
57205,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57205,aceite,1.0,chorro,409,2.0,2.0,1.0,Grasas y Aceites
57205,vinagre,1.0,chorro,934,2.0,2.0,1.0,Otros
57171,atún,1.0,filete,282,140.0,140.0,1.0,Pescado
57171,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
57171,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57171,romero,1.0,pizca,906,1.0,1.0,1.0,Otros
57103,rape,400.0,gramos,377,1.0,400.0,1.0,Pescado
57103,tomate,1.0,unidad,667,150.0,150.0,1.0,Verduras
57103,almendra,30.0,gramos,530,1.0,30.0,1.0,Legumbres
57103,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
57103,perejil,1.0,puñado,899,100.0,100.0,1.0,Otros
57103,pan,1.0,rebanada,491,60.0,60.0,1.0,Cereales
57103,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
57103,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57103,agua,1.0,chorro,766,2.0,2.0,1.0,Bebidas
57100,bacalao,4.0,filetes,292,140.0,560.0,1.0,Pescado
57100,mantequilla,2.0,cucharaditas,419,7.0,14.0,1.0,Grasas y Aceites
57100,cebolla,2.0,unidad,610,100.0,200.0,1.0,Verduras
57100,vino,1.0,copa,825,300.0,300.0,1.0,Bebidas
57100,azúcar blanca,3.0,cucharadas soperas,728,17.0,51.0,1.0,Azúcar
57100,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57100,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57100,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57098,bacalao,4.0,filetes,292,140.0,560.0,1.0,Pescado
57098,perejil,2.0,cucharaditas,899,7.0,14.0,1.0,Otros
57098,pimentón,2.0,unidades,900,10.77439,0.0,1.0,Otros
57098,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57098,ajo,1.0,cucharadita,587,7.0,7.0,1.0,Verduras
57098,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57098,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57098,pimiento,,unidad,650,75.0,140.0656,1.0,Verduras
57025,salmón ahumado,100.0,gramos,383,1.0,100.0,1.0,Pescado
57025,zumo de naranja,100.0,mililitros,837,1.0,100.0,1.0,Bebidas
57025,agua,1.0,cucharada sopera,766,17.0,17.0,1.0,Bebidas
57025,azúcar,1.0,cucharada,936,10.0,10.0,1.0,Otros
57025,naranja,1.0,unidad,709,200.0,200.0,1.0,Frutas
57025,zumo de limón,1.0,cucharada sopera,834,17.0,17.0,1.0,Bebidas
57025,alcaparra,2.0,cucharadas soperas,592,17.0,34.0,1.0,Verduras
57025,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57025,harina de maíz,1.0,cucharada,481,10.0,10.0,1.0,Cereales
57008,lubina,2.0,None,346,203.28571,509.0,1.0,Pescado
57008,sal,2.0,kilogramos,908,1000.0,2000.0,1.0,Otros
57008,sal,400.0,gramos,908,1.0,400.0,1.0,Otros
57008,agua,0.5,vaso,766,250.0,125.0,1.0,Bebidas
57008,perejil,1.0,None,899,32.25071,41.70376,1.0,Otros
57008,calabacín,1.0,unidad,603,300.0,300.0,1.0,Verduras
57008,tomate,4.0,unidad,667,150.0,600.0,1.0,Verduras
57008,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57008,laurel,2.0,hojas,885,4.33333,15.30556,1.0,Otros
57008,aceite de oliva,2.0,chorros,410,2.0,4.0,1.0,Grasas y Aceites
57008,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57008,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57008,pimiento,1.0,barra,650,250.0,250.0,1.0,Verduras
57018,mero,2.0,filetes,355,140.0,280.0,1.0,Pescado
57018,pimiento rojo,1.0,unidad,651,150.0,150.0,1.0,Verduras
57018,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
57018,aceite de oliva,50.0,mililitros,410,1.0,50.0,1.0,Grasas y Aceites
57018,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57018,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
57018,perejil,1.0,rama,899,50.0,50.0,1.0,Otros
57018,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
57018,orégano,1.0,pizca,892,1.0,1.0,1.0,Otros
57018,aceite de girasol,80.0,mililitros,404,1.0,80.0,1.0,Grasas y Aceites
57012,bacalao,2.0,unidades,292,104.42,0.0,1.0,Pescado
57012,aceite,0.5,litro,409,1000.0,500.0,1.0,Grasas y Aceites
57012,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
57012,guindilla,1.0,unidad,877,20.6087,0.0,1.0,Otros
56923,panga,2.0,filetes,362,140.0,280.0,1.0,Pescado
56923,tomate,150.0,gramos,667,1.0,150.0,1.0,Verduras
56923,aceituna,50.0,gramos,673,1.0,50.0,1.0,Frutas
56923,alcachofa,165.0,gramos,590,1.0,165.0,1.0,Verduras
56923,agua,1.0,vaso,766,250.0,250.0,1.0,Bebidas
56923,vino,0.5,vaso,825,250.0,125.0,1.0,Bebidas
56923,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
